NOM_COMM;XX;YY;horse
TAUPONT;243200;2340000;50
CAMOEL;243300;2286200;37
MENEAC;243600;2358800;75
LE GUERNO;243900;2298700;36
SAINT-VRAN;244100;2371300;60
SAINT-MARCEL;244200;2323200;49
NOYAL;245000;2394300;85
MONTERTELOT;245000;2331400;2
SAINT-ABRAHAM;245200;2327200;8
LA BAULE-ESCOUBLAC;245300;2265100;456
LA CHAPELLE-CARO;245300;2329300;45
GUILLIERS;245900;2349800;37
PLEUCADEUC;246100;2318400;71
MALESTROIT;246300;2322600;55
ERQUY;246400;2412900;114
PLESTAN;246400;2390200;97
HENANSAL;246700;2404000;66
EVRIGUET;246900;2353300;3
PLUHERLIN;247000;2312200;92
LIMERZEL;247100;2303500;37
MARZAN;247100;2292900;177
LANGOURLA;247400;2375700;74
SAINT-LYPHARD;247400;2274700;231
PLOERMEL;247400;2335300;239
LA BOUILLIE;247500;2409000;113
FEREL;247700;2286900;117
BRIGNAC;247800;2356400;18
LOYAT;247800;2343100;57
PLENEE-JUGON;247900;2383500;123
SAINT-RIEUL;248000;2393300;45
PORNICHET;248200;2261700;109
MERDRIGNAC;248300;2365500;141
QUINTENIC;248500;2400700;17
SAINT-ANDRE-DES-EAUX;248700;2268500;114
PEAULE;248700;2297400;61
MISSIRIAC;248800;2324300;23
ROCHEFORT-EN-TERRE;248800;2310300;11
MERILLAC;249000;2371700;29
MONTERREIN;249200;2330800;11
GOURHEL;249400;2337100;4
HERBIGNAC;249500;2282300;322
SAINT-BRIEUC-DE-MAURON;250100;2353800;147
TRAMAIN;250200;2388400;28
L_EPINE;250200;2230700;27
SAINT-CONGARD;250500;2317900;17
NOIRMOUTIER-EN-L_ILE;250500;2233400;142
PLURIEN;250700;2411700;96
LA ROCHE-BERNARD;250800;2290300;6
ROUILLAC;251000;2377900;14
CARO;251100;2328400;56
SAINT-DENOUAL;251300;2401500;30
SAINT-LAUNEUC;251600;2369500;20
HENANBIHEN;251700;2405900;50
SAINT-LAURENT-SUR-OUST;251700;2320500;13
CADEN;251800;2303600;94
NEANT-SUR-YVEL;251800;2346200;52
PLEDELIAC;251900;2395900;148
MALANSAC;252100;2308700;101
ILLIFAUT;252400;2359700;55
LA GUERINIERE;252600;2228600;21
EREAC;252700;2374200;40
SAINT-NAZAIRE;252900;2263500;478
SAINT-GRAVE;253200;2312800;38
RUFFIAC;254000;2322800;58
DOLO;254300;2386000;19
SAINT-JOACHIM;254300;2273600;89
MAURON;254300;2352700;629
TREHORENTEUC;254400;2344000;49
LA CHAPELLE-DES-MARAIS;254500;2280900;88
LANDEBIA;254800;2400900;2
SEVIGNAC;254800;2380500;53
NIVILLAC;254900;2292400;178
JUGON-LES-LACS;255000;2390000;96
PREFAILLES;255000;2246800;12
FREHEL;255100;2415300;84
RUCA;255200;2406100;21
TREMOREL;255200;2364900;76
SAINT-MARTIN;255200;2317100;108
PLEBOULLE;255500;2409700;26
CAMPENEAC;255600;2339300;56
BEGANNE;255700;2299200;66
PLEVEN;255800;2398200;9
LANRELAS;256000;2370900;77
AUGAN;256000;2333700;149
SAINT-GORGON;256400;2303600;4
TRIGNAC;256700;2266800;254
REMINIAC;256700;2328300;15
PLOREC-SUR-ARGUENON;257000;2395000;65
BARBATRE;257200;2224700;26
LA PLAINE-SUR-MER;257300;2248100;111
SAINT-LERY;257500;2353600;5
SAINT-POTAN;258200;2405400;36
PEILLAC;258300;2311600;34
TREAL;258300;2324700;23
SAINT-JACUT-LES-PINS;258600;2307400;62
TREMEUR;258700;2382400;26
MATIGNON;258800;2410300;68
LOSCOUET-SUR-MEU;258900;2362800;66
SAINT-NICOLAS-DU-TERTRE;258900;2320600;25
PLUDUNO;259000;2401600;127
MEGRIT;259100;2386700;54
SAINTE-REINE-DE-BRETAGNE;259400;2281300;114
SAINT-MALO-DE-GUERSAC;259600;2271600;127
BOURSEUL;259700;2395300;160
MISSILLAC;260000;2286200;358
SAINT-MELOIR-DES-BOIS;260100;2392400;1
GAEL;260200;2356400;84
LES FOUGERETS;260200;2315100;5
SAINT-BREVIN-LES-PINS;260400;2258300;156
BROONS;260500;2377800;65
PLUMAUGAT;260800;2370500;58
SAINT-DOLAY;260800;2292700;124
ALLAIRE;261000;2303000;210
NOTRE-DAME-DE-MONTS;261100;2214300;155
MONTOIR-DE-BRETAGNE;261200;2267800;132
CROSSAC;261300;2276900;134
CONCORET;261300;2350500;73
MONTENEUF;261300;2329500;21
PORCARO;261500;2334200;101
SAINT-CAST-LE-GUILDO;261800;2410300;215
SAINT-MICHEL-CHEF-CHEF;261800;2251300;132
LA BARRE-DE-MONTS;261900;2217500;109
TREDIAS;262200;2383800;7
PLELAN-LE-PETIT;262500;2390700;86
SAINT-LORMEL;262500;2404600;15
BEIGNON;262800;2339200;29
SAINT-MICHEL-DE-PLELAN;262900;2394500;19
SAINT-MEEN-LE-GRAND;263100;2364500;53
PLANCOET;263400;2400400;76
LA GACILLY;263400;2317700;65
SAINT-VINCENT-SUR-OUST;263500;2309800;85
LANGUEDIAS;263700;2386800;13
PAIMPONT;263700;2346400;178
GLENAC;264200;2313800;58
CARENTOIR;264500;2323000;296
RIEUX;264600;2299000;169
CORSEPT;264800;2260500;50
THEHILLAC;264800;2293100;29
SAINT-JOUAN-DE-L_ISLE;264900;2372600;1
BEAUVOIR-SUR-MER;264900;2221400;239
SAINT-JEAN-LA-POTERIE;265100;2303400;54
MUEL;265200;2356300;61
SAINT-PERREUX;265200;2306400;22
SAINT-MALO-DE-BEIGNON;265400;2338100;16
SAINT-JEAN-DE-MONTS;265500;2209500;435
LA LANDEC;265600;2390400;12
CREHEN;265700;2403100;153
SAINT-JACUT-DE-LA-MER;265800;2408400;25
SAINT-MAUDEZ;265800;2393500;6
PONTCHATEAU;265800;2279800;303
SAINT-ONEN-LA-CHAPELLE;265900;2361700;34
YVIGNAC-LA-TOUR;266000;2381800;44
GUER;266300;2332500;264
CAULNES;266400;2376500;71
TREGON;266400;2406000;11
LE CROUAIS;266600;2366200;17
SAINT-PERE-EN-RETZ;266700;2256600;185
DONGES;266800;2269200;321
TREBEDAN;266900;2388100;11
BESNE;267100;2273800;137
CORSEUL;267200;2396600;146
PORNIC;267200;2245100;510
QUEDILLAC;267300;2369300;28
HENDAYE;267400;1826800;73
LA CHAPELLE-GACELINE;267600;2319500;18
COURNON;267600;2314900;18
VILDE-GUINGALAN;268000;2391300;34
REDON;268300;2305000;126
SAINT-URBAIN;268400;2218200;91
LA BERNERIE-EN-RETZ;268500;2240900;43
LA CHAPELLE-BLANCHE;268600;2372600;8
BLERUAIS;268600;2355600;2
SAINT-MALON-SUR-MEL;268700;2353200;42
DREFFEAC;268700;2283500;126
SEVERAC;268700;2293100;44
BAINS-SUR-OUST;269000;2310600;130
SAINT-GILDAS-DES-BOIS;269000;2288000;183
COMBLESSAC;269100;2328500;90
LANCIEUX;269300;2409700;15
PLESSIX-BALISSON;269300;2402700;2
SAINT-MAUGAN;269700;2357900;19
BIRIATOU;269700;1822000;50
LANGUENAN;269800;2399700;60
AUCALEUC;269900;2392900;34
BOUIN;269900;2229300;245
PAIMBOEUF;270000;2263100;20
SAINT-NICOLAS-DE-REDON;270000;2302100;102
PLUMAUDAN;270100;2382300;39
LOUTEHEL;270100;2335700;1
BRUSVILY;270200;2386500;67
PLOUBALAY;270400;2405000;213
CHAUVE;270400;2249000;188
PLELAN-LE-GRAND;270500;2342300;108
QUELNEUC;270500;2324300;32
GUITTE;270600;2375000;45
LE PERRIER;270800;2211200;176
SAINT-BRIAC-SUR-MER;271100;2411300;99
TRELIVAN;271200;2390600;44
BOISGERVILLY;271200;2361100;102
PRINQUIAU;271200;2272800;137
SIXT-SUR-AFF;271400;2317500;117
SAINT-GERVAIS;271400;2223300;325
SAINT-GONLAY;271500;2355200;13
LES MOUTIERS-EN-RETZ;271500;2238100;96
SAINT-HILAIRE-DE-RIEZ;271500;2202600;251
LES BRULAIS;271600;2330400;46
SAINTE-ANNE-SUR-BRIVET;271700;2281600;234
BOBITAL;271800;2388700;14
SAINT-PERAN;272000;2348900;11
FEGREAC;272000;2295800;201
GUENROC;272400;2377500;5
SAINT-VIAUD;272400;2258800;179
URRUGNE;272500;1824700;1028
LE HINGLE;272700;2386800;8
MONTAUBAN-DE-BRETAGNE;272900;2365100;144
QUEVERT;273000;2394100;106
SAINT-M_HERVON;273000;2367900;11
SAINT-LUNAIRE;273200;2411600;123
SALLERTAINE;273400;2216200;240
SAINT-MADEN;273500;2380000;5
MEDREAC;273500;2371500;55
SAINTE-MARIE;273600;2308300;64
SAINT-SEGLIN;273600;2325900;28
TREVRON;273800;2385800;38
LA CHAPELLE-LAUNAY;273900;2270400;102
PLESLIN-TRIGAVOU;274500;2401200;88
SAINT-JUVAT;274600;2382700;18
SAINT-GILLES-CROIX-DE-VIE;274600;2196600;48
ARTHON-EN-RETZ;274800;2248800;125
BRUC-SUR-AFF;274900;2321700;20
SAINT-CARNE;275000;2389100;20
SAINT-UNIAC;275000;2361000;9
LEHON;275200;2391200;52
TREMEREUC;275200;2404800;57
MAXENT;275200;2340000;78
CAMPBON;275300;2277400;250
IFFENDIC;275400;2355000;251
LAVAU-SUR-LOIRE;275400;2266700;107
CHATEAUNEUF;275400;2221800;155
TADEN;275500;2396700;73
CAMPEL;275500;2335600;29
PLEURTUIT;275600;2407200;124
CIBOURE;275600;1827400;30
SOULLANS;275600;2208200;204
DINAN;275700;2393100;69
DINARD;275700;2411900;148
MAURE-DE-BRETAGNE;276000;2330800;228
TREFFENDEL;276100;2345800;64
BOURGNEUF-EN-RETZ;276200;2235200;107
AVESSAC;276500;2301700;326
TREFUMEL;276700;2379800;28
GUENROUET;276700;2287000;399
FROSSAY;276800;2258200;223
LE FENOUILLER;276800;2199300;104
NOTRE-DAME-DE-RIEZ;276900;2203400;105
CALORGUEN;277000;2387400;17
LA RICHARDAIS;277000;2410200;28
LANDUJAN;277300;2369800;92
RENAC;277300;2311900;60
SAINT-JUST;277300;2316000;53
MONTERFIL;277600;2348900;27
QUILLY;277600;2282300;86
GIVRAND;277600;2195500;24
PLOUASNE;277700;2376900;52
SAINT-ANDRE-DES-EAUX;277700;2383800;30
ASCAIN;277800;1823400;350
BOIS-DE-CENE;277900;2225100;294
LE LOU-DU-LAC;278100;2364600;0
SAINT-SAMSON-SUR-RANCE;278200;2397000;35
SAINT-JEAN-DE-LUZ;278200;1829400;188
LANVALLAY;278400;2392500;65
LA CHAPELLE-DU-LOU;278400;2366900;31
BRETIGNOLLES-SUR-MER;278600;2190500;39
SAVENAY;278700;2270600;257
LANGROLAY-SUR-RANCE;278800;2403700;13
LE QUIOU;278800;2380700;6
BOUEE;278800;2264800;106
LE MINIHIC-SUR-RANCE;279000;2406300;54
VUE;279100;2252500;100
PLOUER-SUR-RANCE;279200;2400600;280
BOVEL;279200;2337300;71
LA NOUAYE;279400;2360700;45
SAINT-PERN;279400;2373400;36
MERNEL;279500;2330800;52
LA CHAPELLE-DE-BRAIN;279600;2308400;31
CHEMERE;279600;2246200;109
MONTFORT-SUR-MEU;280000;2356100;55
PIPRIAC;280000;2321100;100
SAINT-HILAIRE-DE-CHALEONS;280000;2241400;161
GUETHARY;280000;1832300;9
EVRAN;280400;2384900;24
LES CHAMPS-GERAUX;280700;2389500;41
LA VICOMTE-SUR-RANCE;280700;2396400;17
LIEURON;280900;2325600;44
SAINT-THURIAL;281100;2345800;67
FRESNAY-EN-RETZ;281200;2233400;69
SARE;281200;1818300;1221
BEDEE;281300;2362800;102
SAINT-REVEREND;281300;2197900;173
LE VERGER;281500;2349300;14
CHALLANS;281500;2212400;480
MASSERAC;281600;2305900;20
L_AIGUILLON-SUR-VIE;281600;2194000;76
IRODOUER;281700;2369400;57
BAULON;281800;2341400;158
LA CHAPELLE-BOUEXIC;281800;2335000;41
SAINT-MALO;281800;2413200;453
PLESSE;282000;2292500;328
LA CHAIZE-GIRAUD;282000;2191400;11
SAINT-MAIXENT-SUR-VIE;282000;2200900;20
SAINT-JUDOCE;282100;2382400;29
BOUVRON;282100;2277100;255
SAINT-HELEN;282300;2393900;223
COMMEQUIERS;282300;2204800;104
BREM-SUR-MER;282400;2187400;36
BECHEREL;282500;2375000;18
SAINT-SULIAC;282500;2405400;12
BIDART;282500;1834100;170
TALENSAC;282600;2352100;61
LONGAULNAY;282700;2376400;5
SAINT-JOUAN-DES-GUERETS;282800;2409200;45
AHETZE;283000;1830300;272
LA GARNACHE;283000;2219200;478
SAINT-GANTON;283200;2316200;53
LES SABLES-D_OLONNE;283200;2175000;71
ROUANS;283300;2250200;196
LA VILLE-ES-NONAIS;283400;2403100;142
MALVILLE;283400;2268800;249
MINIAC-SOUS-BECHEREL;283600;2373200;45
SAINT-THUAL;283600;2379300;29
MACHECOUL;283800;2229600;494
OLONNE-SUR-MER;283800;2179500;169
PLEUDIHEN-SUR-RANCE;284000;2398600;304
BRETEIL;284000;2357200;41
SAINT-PEE-SUR-NIVELLE;284000;1824900;683
LOHEAC;284100;2327800;43
PLESDER;284200;2388500;17
LANGON;284500;2312200;199
LANDEVIEILLE;284500;2190900;15
CORDEMAIS;284600;2263600;317
SAINTE-PAZANNE;284600;2239900;149
TREVERIEN;284700;2383100;22
LE PELLERIN;284800;2255400;243
ARBONNE;284900;1832200;101
BIARRITZ;284900;1837500;291
L_ILE-D_OLONNE;285000;2182700;36
CHATEAUNEUF-D_ILLE-ET-VILAINE;285100;2403900;50
SAINT-PERE;285300;2406900;70
PLEUMELEUC;285500;2362200;32
CINTRE;285600;2353900;54
SAINT-MEME-LE-TENU;285900;2234100;43
LA BAUSSAINE;286000;2376600;22
CARDROC;286100;2373500;101
TRIMER;286200;2380100;0
GUIGNEN;286300;2333200;167
GUIPRY;286300;2323400;189
LASSY;286400;2338600;60
SAINT-COULOMB;286400;2417100;148
BREAL-SOUS-MONTFORT;286700;2346700;178
CHEIX-EN-RETZ;286700;2250600;39
ROMILLE;286800;2366500;69
GUEMENE-PENFAO;286900;2300300;250
PAULX;286900;2225700;64
COEX;287000;2197900;115
VAIRE;287100;2186500;120
PLEUGUENEUC;287300;2386800;85
MINIAC-MORVAN;287400;2400100;255
SAINT-MELOIR-DES-ONDES;287400;2412800;342
SAINT-PIERRE-DE-PLESGUEN;287500;2392400;82
ARCANGUES;287600;1832500;194
LA CHAPELLE-THOUARAULT;287800;2355600;30
ANGLET;288000;1839800;316
APREMONT;288000;2203300;33
LES IFFS;288100;2374400;18
FAY-DE-BRETAGNE;288100;2273800;441
LE TEMPLE-DE-BRETAGNE;288100;2266900;87
LA CHAPELLE-CHAUSSEE;288200;2371300;44
FROIDFOND;288200;2216900;26
SAINT-GILLES;288300;2358600;56
SAINT-GUINOUX;288300;2406200;42
SAINT-ETIENNE-DE-MONTLUC;288300;2259800;411
CLAYES;288400;2361600;21
LA GOUESNIERE;288400;2408800;49
SAINT-DOMINEUC;288400;2381800;57
GOVEN;288600;2342700;149
TRESSE;288600;2395200;8
CHATEAU-D_OLONNE;288600;2173800;166
MORDELLES;288700;2351200;78
PORT-SAINT-PERE;288700;2245900;119
LE GAVRE;289000;2289000;78
SAINT-CHRISTOPHE-DU-LIGNERON;289000;2209700;115
BASSUSSARRY;289300;1834500;132
LANGAN;289400;2367900;19
SAINTE-ANNE-SUR-VILAINE;289400;2312000;49
AINHOA;289400;1818100;619
SOURAIDE;289400;1823300;792
SAINT-MARS-DE-COUTAIS;289600;2239200;60
LA CHAPELLE-HERMIER;289700;2194900;80
SAINT-BRIEUC-DES-IFFS;289900;2375400;22
SAINT-JULIEN-DES-LANDES;289900;2190200;30
SAINT-MATHURIN;290000;2182200;17
MESSAC;290200;2319800;72
SAINT-MALO-DE-PHILY;290200;2326800;58
PARTHENAY-DE-BRETAGNE;290300;2362500;5
CANCALE;290500;2417600;120
SAINT-BENOIT-DES-ONDES;290500;2409900;19
LILLEMER;290600;2405100;7
BLAIN;290600;2281800;643
USTARITZ;290800;1829600;578
L_HERMITAGE;290900;2355100;22
TINTENIAC;291000;2377500;66
PLERGUER;291100;2400400;219
SAINT-GONDRAN;291100;2371300;106
BOUCAU;291100;1843400;47
SAINTE-FOY;291100;2178200;87
LE TRONCHET;291200;2396400;27
SAINT-ETIENNE-DE-MER-MORTE;291400;2224100;13
PIERRIC;291500;2306900;80
SAINT-SENOUX;291600;2331400;88
SAINT-LUMINE-DE-COUTAIS;291600;2236000;24
AUDERVILLE;291600;2531700;27
LA MARNE;291700;2229200;32
LANHELIN;291800;2392100;48
GUICHEN;291900;2337600;386
BAYONNE;292000;1839700;792
BRAINS;292100;2249000;218
CONQUEREUIL;292100;2302400;42
MACHE;292100;2204700;58
LA CHAPELLE-AUX-FILTZMEENS;292200;2384000;19
LA FRESNAIS;292200;2406900;64
LANGOUET;292200;2369800;9
MEILLAC;292200;2388300;81
COUERON;292200;2255800;473
ESPELETTE;292200;1820800;2382
TARNOS;292300;1844600;162
FALLERON;292300;2214800;80
QUEBRIAC;292500;2381100;86
ALDUDES;292500;1795000;540
CHAVAGNE;292700;2347700;18
GEVEZE;292700;2365200;42
SAINT-JEAN-DE-BOISEAU;292800;2251600;67
SAINT-LEGER-LES-VIGNES;292800;2246000;20
MARTINET;292900;2192500;18
JOBOURG;293000;2528700;84
SAINT-GERMAIN-DES-VAUX;293200;2532000;39
LARRESSORE;293200;1825900;300
VILLEFRANQUE;293200;1834000;173
ROZ-LANDRIEUX;293300;2402200;43
LE RHEU;293400;2352200;105
ONDRES;293400;1847800;193
VIGNEUX-DE-BRETAGNE;293400;2265700;303
LA CHAPELLE-ACHARD;293700;2184100;29
SAINT-PIERRE-D_IRUBE;293800;1836300;130
PACE;294000;2358400;137
HEDE;294100;2374100;23
HIREL;294100;2407600;28
NOTRE-DAME-DES-LANDES;294100;2271800;100
TOUVOIS;294100;2219600;51
LA NOE-BLANCHE;294300;2318500;36
SAINT-PAUL-MONT-PENIT;294300;2208500;13
UREPEL;294600;1791200;913
LA MOTHE-ACHARD;294700;2187300;30
GRAND-FOUGERAY;295100;2311700;292
OMONVILLE-LA-PETITE;295200;2529900;14
HERQUEVILLE;295300;2527000;18
BRUZ;295400;2344200;403
LA MONTAGNE;295400;2250500;65
FLAMANVILLE;295400;2511800;50
LABENNE;295500;1851000;70
PLECHATEL;295600;2327400;79
VIGNOC;295600;2369900;20
VAY;295600;2290600;110
CAPBRETON;295700;1855000;37
TALMONT-SAINT-HILAIRE;295700;2171600;378
VEZIN-LE-COQUET;295800;2354400;31
HALSOU;295900;1827500;23
BOUAYE;296000;2246300;162
ITXASSOU;296000;1819100;818
JATXOU;296000;1830000;160
SAUTRON;296100;2260400;190
LA MEZIERE;296300;2365000;82
LE VIVIER-SUR-MER;296300;2407800;14
BAGUER-MORVAN;296400;2397400;88
INDRE;296400;2252000;7
GRAND_LANDES;296500;2213000;12
SAINT-GEORGES-DE-POINTINDOUX;296500;2190100;83
SAINT-PHILBERT-DE-GRAND-LIEU;296700;2236600;257
BOURG-DES-COMPTES;296800;2332500;106
LA CHAPELLE-DES-FOUGERETZ;296800;2360900;30
MARSAC-SUR-DON;296800;2295800;130
MOUGUERRE;296800;1835500;322
BONNEMAIN;297000;2393700;83
DIGULLEVILLE;297000;2529600;39
AIZENAY;297200;2200800;131
BEAULIEU-SOUS-LA-ROCHE;297200;2195000;96
SOORTS-HOSSEGOR;297300;1858900;32
LAILLE;297500;2337500;180
SAINT-JACQUES-DE-LA-LANDE;297500;2349600;59
LA LIMOUZINIERE;297500;2228400;126
JARD-SUR-MER;297500;2165800;35
LA GRIGONNAIS;297600;2287500;115
BANCA;297600;1795700;545
LAHONCE;297600;1838500;58
GROSBREUIL;297600;2178500;80
LA CHAPELLE-PALLUAU;297700;2206200;14
COMBOURG;297800;2386600;219
MONT-DOL;297800;2404700;80
CAMBO-LES-BAINS;297800;1824800;584
BEAUMONT-HAGUE;298000;2526500;31
LE ROZEL;298000;2506200;58
SIOUVILLE-HAGUE;298300;2514900;31
MONTGERMONT;298400;2358200;10
OMONVILLE-LA-ROGUE;298400;2530200;10
LA CHEVALLERAIS;298500;2282900;24
CHARTRES-DE-BRETAGNE;298600;2346100;66
SAINT-MARTIN-DE-SEIGNANX;298600;1843800;133
DERVAL;298600;2303000;146
TREAUVILLE;298600;2512500;144
MONTREUIL-LE-GAST;298700;2368300;67
SEIGNOSSE;298700;1862700;68
LES PIEUX;298700;2509400;228
DOL-DE-BRETAGNE;298800;2400800;93
GUIPEL;298800;2373700;101
LOURMAIS;299000;2390300;16
VIEUX-BOUCAU-LES-BAINS;299100;1872200;3
VAUVILLE;299100;2523500;206
PONT-PEAN;299200;2342300;42
LE GIROUARD;299200;2182200;40
BAUBIGNY;299300;2500200;64
POLIGNE;299400;2329900;28
SAINT-HERBLAIN;299400;2254800;218
PALLUAU;299400;2208200;10
LA DOMINELAIS;299500;2314700;127
ECULLEVILLE;299500;2528500;4
BAIN-DE-BRETAGNE;299600;2322200;139
SAINT-AIGNAN-GRANDLIEU;299700;2244500;180
SAINT-ETIENNE-DE-BAIGORRY;299700;1804400;447
MOUAIS;299800;2308200;36
BIDARRAY;299900;1814800;1030
DINGE;300000;2379700;64
BIVILLE;300000;2520900;78
SAINTE-FLAIVE-DES-LOUPS;300000;2186400;74
SAINT-ETIENNE-DU-BOIS;300100;2212100;123
HERIC;300200;2276600;379
ORX;300300;1851800;47
SURTAINVILLE;300300;2502900;117
BOUGUENAIS;300400;2248700;296
CORCOUE-SUR-LOGNE;300400;2224500;86
HEAUVILLE;300400;2516500;58
ORVAULT;300500;2260200;177
TREILLIERES;300600;2265100;240
LES MOITIERS-D_ALLONNE;300600;2497400;146
LOUHOSSOA;300600;1819200;448
MELESSE;300800;2365400;148
RENNES;300800;2353400;1039
SAINT-GREGOIRE;300800;2358700;58
LANDERONDE;300800;2191300;87
BENESSE-MAREMNE;300900;1855000;67
CHERRUEIX;301100;2407300;24
SAINT-ANDRE-DE-SEIGNANX;301100;1847400;77
ANGRESSE;301200;1857700;95
GREVILLE-HAGUE;301200;2527300;65
SAINT-CLEMENT-DES-BALEINES;301300;2144600;51
ORGERES;301300;2339300;164
VASTEVILLE;301300;2519100;93
EPINIAC;301400;2396600;99
GRANDCHAMPS-DES-FONTAINES;301400;2269800;279
URCUIT;301400;1838400;87
TREMEHEUC;301500;2389900;26
LA CHEVROLIERE;301500;2239600;79
PIERREVILLE;301500;2504400;114
SAINT-VINCENT-SUR-JARD;301500;2166200;24
BARNEVILLE-CARTERET;301600;2494700;226
HELLEVILLE;301600;2514600;58
CREVIN;301700;2333200;37
LEGE;301700;2218600;185
LANRIGAN;301800;2384500;16
NOYAL-CHATILLON-SUR-SEICHE;301900;2346700;118
SENOVILLE;301900;2500200;30
MESSANGES;302000;1874800;18
PUCEUL;302100;2287400;61
BENOITVILLE;302100;2511300;254
BRANVILLE-HAGUE;302100;2525400;9
SAINT-GERMAIN-LE-GAILLARD;302100;2506800;157
PANCE;302500;2328500;35
MOLIETS-ET-MAA;302500;1879900;17
BAGUER-PICAN;302600;2402100;79
SAINT-MEDARD-SUR-ILLE;302600;2371300;37
POIROUX;302600;2175100;125
MACAYE;302700;1820200;175
SAINT-MARTIN-D_ARROSSA;302800;1809800;47
ARS-EN-RE;302900;2141800;40
MONTREUIL-SUR-ILLE;302900;2374900;59
HASPARREN;302900;1828700;2209
SAINT-HILAIRE-LA-FORET;303000;2169000;31
SAINT-SULPICE-DES-LANDES;303100;2316000;10
SAINT-BARTHELEMY;303100;1842300;9
SAINT-ERBLON;303300;2343000;60
BRISCOUS;303300;1835100;416
VENANSAULT;303400;2194600;103
SAINTE-CROIX-HAGUE;303500;2523900;89
ANHAUX;303600;1800500;67
SAUBION;303700;1859300;57
SAINT-JEAN-DE-LA-RIVIERE;303700;2493300;39
SAINT-GERMAIN-SUR-ILLE;303800;2368700;16
NOZAY;303800;2293300;330
SOTTEVILLE;303800;2512300;79
BETTON;303900;2361000;383
JANS;303900;2299000;98
PONT-SAINT-MARTIN;304000;2243600;160
SAINT-COLOMBAN;304000;2232300;103
LES PORTES-EN-RE;304100;2145300;27
CHANTELOUP;304200;2335700;78
SAINT-LEGER-DES-PRES;304200;2384100;22
SAUBRIGUES;304300;1852000;62
BROUALAN;304400;2393800;33
ACQUEVILLE;304400;2520300;98
SOUSTONS;304500;1867700;107
SAINT-GEORGES-DE-LA-RIVIERE;304500;2492700;24
BOURGBARRE;304600;2339500;136
CUGUEN;304600;2389900;25
LA HAYE-D_ECTOT;304600;2496100;34
BIAUDOS;304700;1845000;43
CHEVAIGNE;304800;2365800;80
LE PETIT-FOUGERAY;304800;2332800;15
IROULEGUY;304800;1804800;46
NIEUL-LE-DOLENT;304800;2181400;71
SAINT-BROLADRE;305000;2405400;123
SAFFRE;305000;2284200;286
GROSVILLE;305000;2508700;64
LASSE;305000;1799300;105
TOSSE;305100;1861900;81
SAINT-CHRISTOPHE-DU-FOC;305100;2514000;11
TEURTHEVILLE-HAGUE;305100;2517200;116
URVILLE-NACQUEVILLE;305100;2526500;161
LE SEL-DE-BRETAGNE;305200;2329400;42
ARNEGUY;305300;1793700;352
LA CHAPELLE-SUR-ERDRE;305400;2263200;545
BEAUFOU;305400;2209300;49
LA BOUSSAC;305500;2398300;85
REZE;305500;2249000;179
AUBIGNE;305600;2374100;4
VIELLE-SAINT-GIRONS;305700;1888800;92
MENDIONDE;305800;1821800;388
AVRILLE;305800;2170900;74
LUSANGER;305900;2304700;47
NANTES;305900;2255200;1067
LE VRETOT;306100;2502400;138
FEINS;306200;2377300;88
VERN-SUR-SEICHE;306200;2346500;131
CASSON;306200;2273000;47
SION-LES-MINES;306200;2310600;227
OSSES;306200;1811100;1457
SAINT-VINCENT-DE-TYROSSE;306300;1857600;132
BRICQUEBOSQ;306300;2511800;35
SORTOSVILLE-EN-BEAUMONT;306300;2499400;47
LA BOSSE-DE-BRETAGNE;306400;2326000;16
CHANTEPIE;306500;2349800;102
LA GENETOUZE;306500;2198700;25
ERCE-EN-LAMEE;306600;2320500;81
GENESTON;306700;2236000;163
VIRANDEVILLE;306700;2515500;72
LE POIRE-SUR-VIE;306700;2203800;194
NOYAL-SOUS-BAZOUGES;306800;2387200;28
FLOTTEMANVILLE-HAGUE;306800;2521000;121
PORTBAIL;306800;2491300;225
SAINT-MAURICE-EN-COTENTIN;306800;2496100;41
TONNEVILLE;306800;2523500;67
URT;306800;1837900;687
LES CLOUZEAUX;306800;2188600;67
LONGEVILLE-SUR-MER;306800;2163600;85
MOUAZE;306900;2365100;38
SAINT-LAURENT-DE-GOSSE;306900;1842200;56
ASCARAT;306900;1804500;58
CESSON-SEVIGNE;307100;2354100;233
LE MESNIL;307100;2493500;37
MARCILLE-RAOUL;307300;2382400;35
AZUR;307300;1873000;9
SAINT-MARCAN;307500;2405800;57
SAULNIERES;307500;2331600;36
BONLOC;307500;1825000;18
SAINT-AVAUGOURD-DES-LANDES;307500;2175200;28
LES SORINIERES;307600;2245100;184
QUERQUEVILLE;307600;2525500;57
QUETTETOT;307600;2506300;61
UHART-CIZE;307600;1798300;87
SAINT-AUBIN-D_AUBIGNE;307700;2369800;108
SAINT-PHILBERT-DE-BOUAINE;307700;2228500;118
SAINT-ARMEL;307800;2342100;56
SAINT-MARTIN-DE-HINX;307800;1848800;100
ROCHESERVIERE;307800;2221200;79
BIARROTTE;307900;1846100;16
SAINT-PIERRE-D_ARTHEGLISE;308000;2498500;63
