"";"grid_no";"Code2";"year";"month";"Hrel50_ee";"Hrel5_ee";"Hrel95_ee";"Vrel50_ee";"Vrel5_ee";"Vrel95_ee";"tot_grid"
"19445";85098;"FR43";2011;6;0;0;0;0;0;0;26
"19446";85098;"FR43";2010;11;0,00066488;0,000532981;0,00081738;0;0;0;26
"19447";85098;"FR43";2011;8;0,001502178;0,001204291;0,001846373;0;0;0;26
"19448";85098;"FR43";2011;5;0;0;0;0;0;0;26
"19449";85098;"FR43";2011;10;0,001794357;0,001438586;0,002205443;0;0;0;26
"19450";85098;"FR43";2010;3;0;0;0;0;0;0;26
"19451";85098;"FR43";2012;3;0;0;0;0;0;0;26
"19452";85098;"FR43";2011;9;0,000412316;0,000330525;0,000506864;0;0;0;26
"19453";85098;"FR43";2011;3;0;0;0;0;0;0;26
"19454";85098;"FR43";2012;1;0;0;0;0;0;0;26
"19455";85098;"FR43";2010;12;0,000531992;0,000426463;0,000653971;0;0;0;26
"19456";85098;"FR43";2012;4;0;0;0;0;0;0;26
"19457";85098;"FR43";2012;8;0,000143234;0,00011614;0,00017413;2,37e-07;1,07e-08;9,7e-07;26
"19458";85098;"FR43";2012;5;0;0;0;0;0;0;26
"19459";85098;"FR43";2012;7;0,000262915;0,000212106;0,000321419;2,35e-07;1,14e-08;9,6e-07;26
"19460";85098;"FR43";2010;5;0;0;0;0;0;0;26
"19461";85098;"FR43";2010;6;0;0;0;0;0;0;26
"19462";85098;"FR43";2011;4;0;0;0;0;0;0;26
"19463";85098;"FR43";2011;2;0;0;0;0;0;0;26
"19464";85098;"FR43";2011;7;0,000220552;0,000180157;0,000264035;1,41e-06;6,83e-08;5,76e-06;26
"19465";85098;"FR43";2010;8;7,98e-05;6,4e-05;9,81e-05;0;0;0;26
"19466";85098;"FR43";2012;9;0,000425627;0,000341185;0,000523214;0;0;0;26
"19467";85098;"FR43";2012;6;0;0;0;0;0;0;26
"19468";85098;"FR43";2010;4;0;0;0;0;0;0;26
"19469";85098;"FR43";2010;1;0;0;0;0;0;0;26
"19470";85098;"FR43";2012;11;0,000438924;0,000351846;0,00053956;0;0;0;26
"19471";85098;"FR43";2010;2;0;0;0;0;0;0;26
"19472";85098;"FR43";2012;10;0,001216669;0,000979406;0,001491771;4,71e-07;2,22e-08;1,98e-06;26
"19473";85098;"FR43";2011;1;0;0;0;0;0;0;26
"19474";85098;"FR43";2010;9;0,000545301;0,000437123;0,000670318;0;0;0;26
"19475";85098;"FR43";2010;7;1,33e-05;1,07e-05;1,64e-05;0;0;0;26
"19476";85098;"FR43";2012;12;0,000252738;0,000202593;0,000310691;0;0;0;26
"19477";85099;"FR43";2012;5;0;0;0;0;0;0;26
"19478";85099;"FR43";2011;11;0,002312153;0,001853792;0,002841671;0;0;0;26
"19479";85099;"FR43";2011;12;0,000190184;0,000155476;0,000228628;7,02e-07;3,34e-08;2,94e-06;26
"19480";85099;"FR43";2012;6;0;0;0;0;0;0;26
"19481";85099;"FR43";2012;8;0,000143234;0,00011614;0,00017413;2,37e-07;1,07e-08;9,7e-07;26
"19482";85099;"FR43";2010;5;0;0;0;0;0;0;26
"19483";85099;"FR43";2012;7;0,000262915;0,000212106;0,000321419;2,35e-07;1,14e-08;9,6e-07;26
"19484";85099;"FR43";2012;3;0;0;0;0;0;0;26
"19485";85099;"FR43";2010;3;0;0;0;0;0;0;26
"19486";85099;"FR43";2010;2;0;0;0;0;0;0;26
"19487";85099;"FR43";2010;4;0;0;0;0;0;0;26
"19488";85099;"FR43";2011;2;0;0;0;0;0;0;26
"19489";85099;"FR43";2012;9;0,000425627;0,000341185;0,000523214;0;0;0;26
"19490";85099;"FR43";2010;6;0;0;0;0;0;0;26
"19491";85099;"FR43";2011;1;0;0;0;0;0;0;26
"19492";85099;"FR43";2011;10;0,001794357;0,001438586;0,002205443;0;0;0;26
"19493";85099;"FR43";2012;4;0;0;0;0;0;0;26
"19494";85099;"FR43";2011;7;0,000220552;0,000180157;0,000264035;1,41e-06;6,83e-08;5,76e-06;26
"19495";85099;"FR43";2011;9;0,000412316;0,000330525;0,000506864;0;0;0;26
"19496";85099;"FR43";2010;11;0,00066488;0,000532981;0,00081738;0;0;0;26
"19497";85099;"FR43";2011;3;0;0;0;0;0;0;26
"19498";85099;"FR43";2012;10;0,001216669;0,000979406;0,001491771;4,71e-07;2,22e-08;1,98e-06;26
"19499";85099;"FR43";2010;7;1,33e-05;1,07e-05;1,64e-05;0;0;0;26
"19500";85099;"FR43";2010;8;7,98e-05;6,4e-05;9,81e-05;0;0;0;26
"19501";85099;"FR43";2010;12;0,000531992;0,000426463;0,000653971;0;0;0;26
"19502";85099;"FR43";2010;10;0,000212836;0,000170607;0,000261641;0;0;0;26
"19503";85099;"FR43";2010;1;0;0;0;0;0;0;26
"19504";85099;"FR43";2011;8;0,001502178;0,001204291;0,001846373;0;0;0;26
"19505";85099;"FR43";2010;9;0,000545301;0,000437123;0,000670318;0;0;0;26
"19506";85099;"FR43";2011;4;0;0;0;0;0;0;26
"19507";85099;"FR43";2012;11;0,000438924;0,000351846;0,00053956;0;0;0;26
"19508";85099;"FR43";2012;12;0,000252738;0,000202593;0,000310691;0;0;0;26
"19509";85099;"FR43";2012;2;0;0;0;0;0;0;26
"19510";85099;"FR43";2011;6;0;0;0;0;0;0;26
"19511";85099;"FR43";2011;5;0;0;0;0;0;0;26
"19512";85099;"FR43";2012;1;0;0;0;0;0;0;26
"19513";86072;"FR51";2011;5;0;0;0;0;0;0;57
"19514";86072;"FR51";2010;6;0;0;0;0;0;0;57
"19515";86072;"FR51";2010;7;0,000385732;0,000309204;0,000474174;0,000193601;9,37e-06;0,000789671;57
"19516";86072;"FR51";2012;1;0;0;0;0;0;0;57
"19517";86072;"FR51";2010;5;0;0;0;0;0;0;57
"19518";86072;"FR51";2011;8;0,001419775;0,001145141;0,001736362;6,52e-05;2,94e-06;0,000266636;57
"19519";86072;"FR51";2012;11;0,000505399;0,000405145;0,000621282;0;0;0;57
"19520";86072;"FR51";2011;6;0;0;0;0;0;0;57
"19521";86072;"FR51";2011;12;0,001880736;0,001526057;0,002282008;3,51e-06;1,67e-07;1,47e-05;57
"19522";86072;"FR51";2012;4;0;0;0;0;0;0;57
"19523";86072;"FR51";2011;11;0,000905744;0,000735352;0,00109793;1,88e-06;8,44e-08;7,77e-06;57
"19524";86072;"FR51";2012;12;0,001090553;0,000891402;0,001311453;3,98e-06;1,89e-07;1,67e-05;57
"19525";86072;"FR51";2012;2;0;0;0;0;0;0;57
"19526";86072;"FR51";2012;10;0,001325847;0,001083857;0,00158645;3,56e-05;1,68e-06;0,000149579;57
"19527";86072;"FR51";2012;8;0,000858688;0,000698942;0,001040317;8,87e-05;4e-06;0,000362607;57
"19528";86072;"FR51";2010;11;0,00124884;0,001016384;0,001510574;1,06e-05;4,75e-07;4,37e-05;57
"19529";86072;"FR51";2011;10;0,002080266;0,001699941;0,002501977;8,01e-06;3,78e-07;3,37e-05;57
"19530";86072;"FR51";2010;9;0,001974667;0,001608588;0,002383662;5,66e-05;2,73e-06;0,000237035;57
"19531";86072;"FR51";2012;6;0;0;0;0;0;0;57
"19532";86072;"FR51";2012;9;0,001471922;0,001198207;0,001780923;3,71e-06;1,79e-07;1,55e-05;57
"19533";86072;"FR51";2010;3;0;0;0;0;0;0;57
"19534";86072;"FR51";2011;7;0,001247492;0,001006617;0,001524419;1,18e-06;5,69e-08;4,8e-06;57
"19535";86072;"FR51";2012;7;0,000468207;0,000353006;0,000611748;0,000123505;5,98e-06;0,000503811;57
"19536";86072;"FR51";2012;3;0;0;0;0;0;0;57
"19537";86072;"FR51";2011;9;0,001615164;0,001298752;0,001981655;2,51e-05;1,21e-06;0,000104924;57
"19538";86072;"FR51";2010;1;0;0;0;0;0;0;57
"19539";86072;"FR51";2011;1;0;0;0;0;0;0;57
"19540";86072;"FR51";2010;12;0,001073559;0,000862585;0,001317634;2,34e-07;1,11e-08;9,81e-07;57
"19541";86072;"FR51";2010;10;0,001675747;0,001370339;0,002004058;1,18e-05;5,56e-07;4,95e-05;57
"19542";86072;"FR51";2012;5;0;0;0;0;0;0;57
"19543";86072;"FR51";2011;2;0;0;0;0;0;0;57
"19544";86072;"FR51";2011;3;0;0;0;0;0;0;57
"19545";86072;"FR51";2010;4;0;0;0;0;0;0;57
"19546";86072;"FR51";2011;4;0;0;0;0;0;0;57
"19547";86072;"FR51";2010;2;0;0;0;0;0;0;57
"19548";86072;"FR51";2010;8;0,000734128;0,000601196;0,00087965;6,59e-05;2,97e-06;0,000269544;57
"19549";86073;"FR51";2012;1;0;0;0;0;0;0;57
"19550";86073;"FR51";2010;3;0;0;0;0;0;0;57
"19551";86073;"FR51";2012;12;0,001090553;0,000891402;0,001311453;3,98e-06;1,89e-07;1,67e-05;57
"19552";86073;"FR51";2012;11;0,000505399;0,000405145;0,000621282;0;0;0;57
"19553";86073;"FR51";2012;5;0;0;0;0;0;0;57
"19554";86073;"FR51";2010;7;0,000385732;0,000309204;0,000474174;0,000193601;9,37e-06;0,000789671;57
"19555";86073;"FR51";2010;5;0;0;0;0;0;0;57
"19556";86073;"FR51";2011;10;0,002080266;0,001699941;0,002501977;8,01e-06;3,78e-07;3,37e-05;57
"19557";86073;"FR51";2010;12;0,001073559;0,000862585;0,001317634;2,34e-07;1,11e-08;9,81e-07;57
"19558";86073;"FR51";2010;4;0;0;0;0;0;0;57
"19559";86073;"FR51";2011;7;0,001247492;0,001006617;0,001524419;1,18e-06;5,69e-08;4,8e-06;57
"19560";86073;"FR51";2010;9;0,001974667;0,001608588;0,002383662;5,66e-05;2,73e-06;0,000237035;57
"19561";86073;"FR51";2011;11;0,000905744;0,000735352;0,00109793;1,88e-06;8,44e-08;7,77e-06;57
"19562";86073;"FR51";2010;1;0;0;0;0;0;0;57
"19563";86073;"FR51";2011;8;0,001419775;0,001145141;0,001736362;6,52e-05;2,94e-06;0,000266636;57
"19564";86073;"FR51";2010;6;0;0;0;0;0;0;57
"19565";86073;"FR51";2011;9;0,001615164;0,001298752;0,001981655;2,51e-05;1,21e-06;0,000104924;57
"19566";86073;"FR51";2012;7;0,000468207;0,000353006;0,000611748;0,000123505;5,98e-06;0,000503811;57
"19567";86073;"FR51";2010;11;0,00124884;0,001016384;0,001510574;1,06e-05;4,75e-07;4,37e-05;57
"19568";86073;"FR51";2011;1;0;0;0;0;0;0;57
"19569";86073;"FR51";2011;5;0;0;0;0;0;0;57
"19570";86073;"FR51";2012;6;0;0;0;0;0;0;57
"19571";86073;"FR51";2010;8;0,000734128;0,000601196;0,00087965;6,59e-05;2,97e-06;0,000269544;57
"19572";86073;"FR51";2011;2;0;0;0;0;0;0;57
"19573";86073;"FR51";2012;9;0,001471922;0,001198207;0,001780923;3,71e-06;1,79e-07;1,55e-05;57
"19574";86073;"FR51";2010;10;0,001675747;0,001370339;0,002004058;1,18e-05;5,56e-07;4,95e-05;57
"19575";86073;"FR51";2012;2;0;0;0;0;0;0;57
"19576";86073;"FR51";2011;3;0;0;0;0;0;0;57
"19577";86073;"FR51";2011;12;0,001880736;0,001526057;0,002282008;3,51e-06;1,67e-07;1,47e-05;57
"19578";86073;"FR51";2011;6;0;0;0;0;0;0;57
"19579";86073;"FR51";2012;8;0,000858688;0,000698942;0,001040317;8,87e-05;4e-06;0,000362607;57
"19580";86073;"FR51";2010;2;0;0;0;0;0;0;57
"19581";86073;"FR51";2012;3;0;0;0;0;0;0;57
"19582";86073;"FR51";2011;4;0;0;0;0;0;0;57
"19583";86073;"FR51";2012;4;0;0;0;0;0;0;57
"19584";86073;"FR51";2012;10;0,001325847;0,001083857;0,00158645;3,56e-05;1,68e-06;0,000149579;57
"19585";86074;"FR51";2012;8;0,000858688;0,000698942;0,001040317;8,87e-05;4e-06;0,000362607;57
"19586";86074;"FR51";2012;11;0,000505399;0,000405145;0,000621282;0;0;0;57
"19587";86074;"FR51";2010;5;0;0;0;0;0;0;57
"19588";86074;"FR51";2011;5;0;0;0;0;0;0;57
"19589";86074;"FR51";2010;6;0;0;0;0;0;0;57
"19590";86074;"FR51";2011;1;0;0;0;0;0;0;57
"19591";86074;"FR51";2010;3;0;0;0;0;0;0;57
"19592";86074;"FR51";2011;12;0,001880736;0,001526057;0,002282008;3,51e-06;1,67e-07;1,47e-05;57
"19593";86074;"FR51";2012;4;0;0;0;0;0;0;57
"19594";86074;"FR51";2011;2;0;0;0;0;0;0;57
"19595";86074;"FR51";2012;12;0,001090553;0,000891402;0,001311453;3,98e-06;1,89e-07;1,67e-05;57
"19596";86074;"FR51";2011;11;0,000905744;0,000735352;0,00109793;1,88e-06;8,44e-08;7,77e-06;57
"19597";86074;"FR51";2011;7;0,001247492;0,001006617;0,001524419;1,18e-06;5,69e-08;4,8e-06;57
"19598";86074;"FR51";2010;9;0,001974667;0,001608588;0,002383662;5,66e-05;2,73e-06;0,000237035;57
"19599";86074;"FR51";2012;3;0;0;0;0;0;0;57
"19600";86074;"FR51";2012;5;0;0;0;0;0;0;57
"19601";86074;"FR51";2010;11;0,00124884;0,001016384;0,001510574;1,06e-05;4,75e-07;4,37e-05;57
"19602";86074;"FR51";2012;1;0;0;0;0;0;0;57
"19603";86074;"FR51";2012;7;0,000468207;0,000353006;0,000611748;0,000123505;5,98e-06;0,000503811;57
"19604";86074;"FR51";2011;6;0;0;0;0;0;0;57
"19605";86074;"FR51";2012;9;0,001471922;0,001198207;0,001780923;3,71e-06;1,79e-07;1,55e-05;57
"19606";86074;"FR51";2010;8;0,000734128;0,000601196;0,00087965;6,59e-05;2,97e-06;0,000269544;57
"19607";86074;"FR51";2010;7;0,000385732;0,000309204;0,000474174;0,000193601;9,37e-06;0,000789671;57
"19608";86074;"FR51";2011;8;0,001419775;0,001145141;0,001736362;6,52e-05;2,94e-06;0,000266636;57
"19609";86074;"FR51";2010;1;0;0;0;0;0;0;57
"19610";86074;"FR51";2011;9;0,001615164;0,001298752;0,001981655;2,51e-05;1,21e-06;0,000104924;57
"19611";86074;"FR51";2010;12;0,001073559;0,000862585;0,001317634;2,34e-07;1,11e-08;9,81e-07;57
"19612";86074;"FR51";2010;10;0,001675747;0,001370339;0,002004058;1,18e-05;5,56e-07;4,95e-05;57
"19613";86074;"FR51";2011;10;0,002080266;0,001699941;0,002501977;8,01e-06;3,78e-07;3,37e-05;57
"19614";86074;"FR51";2010;2;0;0;0;0;0;0;57
"19615";86074;"FR51";2012;2;0;0;0;0;0;0;57
"19616";86074;"FR51";2011;4;0;0;0;0;0;0;57
"19617";86074;"FR51";2012;6;0;0;0;0;0;0;57
"19618";86074;"FR51";2012;10;0,001325847;0,001083857;0,00158645;3,56e-05;1,68e-06;0,000149579;57
"19619";86074;"FR51";2011;3;0;0;0;0;0;0;57
"19620";86074;"FR51";2010;4;0;0;0;0;0;0;57
"19621";86075;"FR51";2011;7;0,001247492;0,001006617;0,001524419;1,18e-06;5,69e-08;4,8e-06;57
"19622";86075;"FR51";2011;8;0,001419775;0,001145141;0,001736362;6,52e-05;2,94e-06;0,000266636;57
"19623";86075;"FR51";2012;11;0,000505399;0,000405145;0,000621282;0;0;0;57
"19624";86075;"FR51";2011;5;0;0;0;0;0;0;57
"19625";86075;"FR51";2010;3;0;0;0;0;0;0;57
"19626";86075;"FR51";2011;1;0;0;0;0;0;0;57
"19627";86075;"FR51";2011;9;0,001615164;0,001298752;0,001981655;2,51e-05;1,21e-06;0,000104924;57
"19628";86075;"FR51";2011;6;0;0;0;0;0;0;57
"19629";86075;"FR51";2010;8;0,000734128;0,000601196;0,00087965;6,59e-05;2,97e-06;0,000269544;57
"19630";86075;"FR51";2011;11;0,000905744;0,000735352;0,00109793;1,88e-06;8,44e-08;7,77e-06;57
"19631";86075;"FR51";2011;2;0;0;0;0;0;0;57
"19632";86075;"FR51";2010;6;0;0;0;0;0;0;57
"19633";86075;"FR51";2012;7;0,000468207;0,000353006;0,000611748;0,000123505;5,98e-06;0,000503811;57
"19634";86075;"FR51";2010;1;0;0;0;0;0;0;57
"19635";86075;"FR51";2011;4;0;0;0;0;0;0;57
"19636";86075;"FR51";2012;5;0;0;0;0;0;0;57
"19637";86075;"FR51";2010;10;0,001675747;0,001370339;0,002004058;1,18e-05;5,56e-07;4,95e-05;57
"19638";86075;"FR51";2012;8;0,000858688;0,000698942;0,001040317;8,87e-05;4e-06;0,000362607;57
"19639";86075;"FR51";2012;10;0,001325847;0,001083857;0,00158645;3,56e-05;1,68e-06;0,000149579;57
"19640";86075;"FR51";2012;1;0;0;0;0;0;0;57
"19641";86075;"FR51";2011;10;0,002080266;0,001699941;0,002501977;8,01e-06;3,78e-07;3,37e-05;57
"19642";86075;"FR51";2012;9;0,001471922;0,001198207;0,001780923;3,71e-06;1,79e-07;1,55e-05;57
"19643";86075;"FR51";2010;12;0,001073559;0,000862585;0,001317634;2,34e-07;1,11e-08;9,81e-07;57
"19644";86075;"FR51";2012;12;0,001090553;0,000891402;0,001311453;3,98e-06;1,89e-07;1,67e-05;57
"19645";86075;"FR51";2010;9;0,001974667;0,001608588;0,002383662;5,66e-05;2,73e-06;0,000237035;57
"19646";86075;"FR51";2011;12;0,001880736;0,001526057;0,002282008;3,51e-06;1,67e-07;1,47e-05;57
"19647";86075;"FR51";2012;2;0;0;0;0;0;0;57
"19648";86075;"FR51";2010;5;0;0;0;0;0;0;57
"19649";86075;"FR51";2012;3;0;0;0;0;0;0;57
"19650";86075;"FR51";2012;6;0;0;0;0;0;0;57
"19651";86075;"FR51";2010;4;0;0;0;0;0;0;57
"19652";86075;"FR51";2010;7;0,000385732;0,000309204;0,000474174;0,000193601;9,37e-06;0,000789671;57
"19653";86075;"FR51";2012;4;0;0;0;0;0;0;57
"19654";86075;"FR51";2011;3;0;0;0;0;0;0;57
"19655";86075;"FR51";2010;11;0,00124884;0,001016384;0,001510574;1,06e-05;4,75e-07;4,37e-05;57
"19656";86075;"FR51";2010;2;0;0;0;0;0;0;57
"19657";86076;"FR51";2010;5;0;0;0;0;0;0;57
"19658";86076;"FR51";2012;1;0;0;0;0;0;0;57
"19659";86076;"FR51";2010;9;0,001974667;0,001608588;0,002383662;5,66e-05;2,73e-06;0,000237035;57
"19660";86076;"FR51";2011;7;0,001247492;0,001006617;0,001524419;1,18e-06;5,69e-08;4,8e-06;57
"19661";86076;"FR51";2010;3;0;0;0;0;0;0;57
"19662";86076;"FR51";2011;8;0,001419775;0,001145141;0,001736362;6,52e-05;2,94e-06;0,000266636;57
"19663";86076;"FR51";2012;6;0;0;0;0;0;0;57
"19664";86076;"FR51";2012;8;0,000858688;0,000698942;0,001040317;8,87e-05;4e-06;0,000362607;57
"19665";86076;"FR51";2012;11;0,000505399;0,000405145;0,000621282;0;0;0;57
"19666";86076;"FR51";2011;12;0,001880736;0,001526057;0,002282008;3,51e-06;1,67e-07;1,47e-05;57
"19667";86076;"FR51";2011;6;0;0;0;0;0;0;57
"19668";86076;"FR51";2011;11;0,000905744;0,000735352;0,00109793;1,88e-06;8,44e-08;7,77e-06;57
"19669";86076;"FR51";2012;12;0,001090553;0,000891402;0,001311453;3,98e-06;1,89e-07;1,67e-05;57
"19670";86076;"FR51";2010;7;0,000385732;0,000309204;0,000474174;0,000193601;9,37e-06;0,000789671;57
"19671";86076;"FR51";2010;6;0;0;0;0;0;0;57
"19672";86076;"FR51";2012;7;0,000468207;0,000353006;0,000611748;0,000123505;5,98e-06;0,000503811;57
"19673";86076;"FR51";2011;9;0,001615164;0,001298752;0,001981655;2,51e-05;1,21e-06;0,000104924;57
"19674";86076;"FR51";2010;8;0,000734128;0,000601196;0,00087965;6,59e-05;2,97e-06;0,000269544;57
"19675";86076;"FR51";2011;1;0;0;0;0;0;0;57
"19676";86076;"FR51";2012;4;0;0;0;0;0;0;57
"19677";86076;"FR51";2011;5;0;0;0;0;0;0;57
"19678";86076;"FR51";2010;4;0;0;0;0;0;0;57
"19679";86076;"FR51";2011;2;0;0;0;0;0;0;57
"19680";86076;"FR51";2010;1;0;0;0;0;0;0;57
"19681";86076;"FR51";2011;3;0;0;0;0;0;0;57
"19682";86076;"FR51";2010;10;0,001675747;0,001370339;0,002004058;1,18e-05;5,56e-07;4,95e-05;57
"19683";86076;"FR51";2011;10;0,002080266;0,001699941;0,002501977;8,01e-06;3,78e-07;3,37e-05;57
"19684";86076;"FR51";2010;11;0,00124884;0,001016384;0,001510574;1,06e-05;4,75e-07;4,37e-05;57
"19685";86076;"FR51";2012;3;0;0;0;0;0;0;57
"19686";86076;"FR51";2011;4;0;0;0;0;0;0;57
"19687";86076;"FR51";2012;10;0,001325847;0,001083857;0,00158645;3,56e-05;1,68e-06;0,000149579;57
"19688";86076;"FR51";2010;12;0,001073559;0,000862585;0,001317634;2,34e-07;1,11e-08;9,81e-07;57
"19689";86076;"FR51";2012;9;0,001471922;0,001198207;0,001780923;3,71e-06;1,79e-07;1,55e-05;57
"19690";86076;"FR51";2012;2;0;0;0;0;0;0;57
"19691";86076;"FR51";2010;2;0;0;0;0;0;0;57
"19692";86076;"FR51";2012;5;0;0;0;0;0;0;57
"19693";86077;"FR53";2012;11;7,98e-05;6,4e-05;9,81e-05;7,99e-06;3,59e-07;3,3e-05;47
"19694";86077;"FR53";2011;6;0;0;0;0;0;0;47
"19695";86077;"FR53";2011;3;0;0;0;0;0;0;47
"19696";86077;"FR53";2012;5;0;0;0;0;0;0;47
"19697";86077;"FR53";2010;8;0,000655563;0,000529555;0,000800362;7,11e-07;3,21e-08;2,91e-06;47
"19698";86077;"FR53";2012;6;0;0;0;0;0;0;47
"19699";86077;"FR53";2010;5;0;0;0;0;0;0;47
"19700";86077;"FR53";2010;9;8,35e-05;6,8e-05;0,000100426;1,16e-06;5,59e-08;4,86e-06;47
"19701";86077;"FR53";2012;1;0;0;0;0;0;0;47
"19702";86077;"FR53";2010;10;0,000596207;0,000483828;0,000723296;1,41e-06;6,67e-08;5,94e-06;47
"19703";86077;"FR53";2011;4;0;0;0;0;0;0;47
"19704";86077;"FR53";2011;5;0;0;0;0;0;0;47
"19705";86077;"FR53";2010;3;0;0;0;0;0;0;47
"19706";86077;"FR53";2010;6;0;0;0;0;0;0;47
"19707";86077;"FR53";2011;1;0;0;0;0;0;0;47
"19708";86077;"FR53";2012;2;0;0;0;0;0;0;47
"19709";86077;"FR53";2012;12;9,27e-05;6,71e-05;0,000125147;1,01e-05;4,79e-07;4,22e-05;47
"19710";86077;"FR53";2011;12;2,34e-05;1,89e-05;2,84e-05;2,34e-07;1,11e-08;9,81e-07;47
"19711";86077;"FR53";2012;4;0;0;0;0;0;0;47
"19712";86077;"FR53";2012;10;0,000133028;0,000106633;0,000163534;0;0;0;47
"19713";86077;"FR53";2010;11;1,98e-05;1,35e-05;2,79e-05;9,4e-07;4,22e-08;3,89e-06;47
"19714";86077;"FR53";2012;3;0;0;0;0;0;0;47
"19715";86077;"FR53";2011;2;0;0;0;0;0;0;47
"19716";86077;"FR53";2011;11;7,65e-05;5,91e-05;9,74e-05;1,17e-06;5,28e-08;4,86e-06;47
"19717";86077;"FR53";2011;7;0,000120251;9,81e-05;0,000144349;9,41e-07;4,56e-08;3,84e-06;47
"19718";86077;"FR53";2010;2;0;0;0;0;0;0;47
"19719";86077;"FR53";2011;8;0,000293393;0,000239308;0,000353402;9,48e-07;4,28e-08;3,88e-06;47
"19720";86077;"FR53";2010;7;0,000266864;0,000215235;0,000324912;2,82e-06;1,37e-07;1,15e-05;47
"19721";86077;"FR53";2012;9;0,000133643;0,000109048;0,000160237;7,89e-06;3,8e-07;3,3e-05;47
"19722";86077;"FR53";2012;8;5,32e-05;4,27e-05;6,54e-05;7,11e-06;3,21e-07;2,91e-05;47
"19723";86077;"FR53";2010;4;0;0;0;0;0;0;47
"19724";86077;"FR53";2012;7;0,000241501;0,000168487;0,000334657;1,11e-05;5,35e-07;4,51e-05;47
"19725";86077;"FR53";2010;12;3,67e-05;3e-05;4,4e-05;7,72e-06;3,68e-07;3,24e-05;47
"19726";86077;"FR53";2011;10;5,32e-05;4,27e-05;6,54e-05;0;0;0;47
"19727";86077;"FR53";2010;1;0;0;0;0;0;0;47
"19728";86077;"FR53";2011;9;4,67e-05;3,77e-05;5,67e-05;4,64e-07;2,24e-08;1,94e-06;47
"19729";86078;"FR53";2010;8;0,000655563;0,000529555;0,000800362;7,11e-07;3,21e-08;2,91e-06;47
"19730";86078;"FR53";2011;3;0;0;0;0;0;0;47
"19731";86078;"FR53";2012;11;7,98e-05;6,4e-05;9,81e-05;7,99e-06;3,59e-07;3,3e-05;47
"19732";86078;"FR53";2012;1;0;0;0;0;0;0;47
"19733";86078;"FR53";2011;4;0;0;0;0;0;0;47
"19734";86078;"FR53";2011;5;0;0;0;0;0;0;47
"19735";86078;"FR53";2012;9;0,000133643;0,000109048;0,000160237;7,89e-06;3,8e-07;3,3e-05;47
"19736";86078;"FR53";2010;7;0,000266864;0,000215235;0,000324912;2,82e-06;1,37e-07;1,15e-05;47
"19737";86078;"FR53";2012;6;0;0;0;0;0;0;47
"19738";86078;"FR53";2011;6;0;0;0;0;0;0;47
"19739";86078;"FR53";2010;2;0;0;0;0;0;0;47
"19740";86078;"FR53";2012;10;0,000133028;0,000106633;0,000163534;0;0;0;47
"19741";86078;"FR53";2010;4;0;0;0;0;0;0;47
"19742";86078;"FR53";2012;5;0;0;0;0;0;0;47
"19743";86078;"FR53";2011;9;4,67e-05;3,77e-05;5,67e-05;4,64e-07;2,24e-08;1,94e-06;47
"19744";86078;"FR53";2010;6;0;0;0;0;0;0;47
"19745";86078;"FR53";2010;9;8,35e-05;6,8e-05;0,000100426;1,16e-06;5,59e-08;4,86e-06;47
"19746";86078;"FR53";2010;1;0;0;0;0;0;0;47
"19747";86078;"FR53";2010;10;0,000596207;0,000483828;0,000723296;1,41e-06;6,67e-08;5,94e-06;47
"19748";86078;"FR53";2012;4;0;0;0;0;0;0;47
"19749";86078;"FR53";2011;1;0;0;0;0;0;0;47
"19750";86078;"FR53";2011;8;0,000293393;0,000239308;0,000353402;9,48e-07;4,28e-08;3,88e-06;47
"19751";86078;"FR53";2012;12;9,27e-05;6,71e-05;0,000125147;1,01e-05;4,79e-07;4,22e-05;47
"19752";86078;"FR53";2012;3;0;0;0;0;0;0;47
"19753";86078;"FR53";2010;12;3,67e-05;3e-05;4,4e-05;7,72e-06;3,68e-07;3,24e-05;47
"19754";86078;"FR53";2010;11;1,98e-05;1,35e-05;2,79e-05;9,4e-07;4,22e-08;3,89e-06;47
"19755";86078;"FR53";2010;5;0;0;0;0;0;0;47
"19756";86078;"FR53";2010;3;0;0;0;0;0;0;47
"19757";86078;"FR53";2011;7;0,000120251;9,81e-05;0,000144349;9,41e-07;4,56e-08;3,84e-06;47
"19758";86078;"FR53";2011;2;0;0;0;0;0;0;47
"19759";86078;"FR53";2011;11;7,65e-05;5,91e-05;9,74e-05;1,17e-06;5,28e-08;4,86e-06;47
"19760";86078;"FR53";2012;2;0;0;0;0;0;0;47
"19761";86078;"FR53";2012;8;5,32e-05;4,27e-05;6,54e-05;7,11e-06;3,21e-07;2,91e-05;47
"19762";86078;"FR53";2011;12;2,34e-05;1,89e-05;2,84e-05;2,34e-07;1,11e-08;9,81e-07;47
"19763";86078;"FR53";2012;7;0,000241501;0,000168487;0,000334657;1,11e-05;5,35e-07;4,51e-05;47
"19764";86078;"FR53";2011;10;5,32e-05;4,27e-05;6,54e-05;0;0;0;47
"19765";86079;"FR53";2012;12;9,27e-05;6,71e-05;0,000125147;1,01e-05;4,79e-07;4,22e-05;47
"19766";86079;"FR53";2010;8;0,000655563;0,000529555;0,000800362;7,11e-07;3,21e-08;2,91e-06;47
"19767";86079;"FR53";2010;4;0;0;0;0;0;0;47
