"";"grid_no";"Code2";"year";"month";"Hrel50_ee";"Hrel5_ee";"Hrel95_ee";"Vrel50_ee";"Vrel5_ee";"Vrel95_ee";"tot_grid"
"7599";73082;"FR62";2011;11;0,003124537;0,002172175;0,004342784;0,000212343;9,54e-06;0,000878032;69
"7600";73082;"FR62";2011;5;0;0;0;0;0;0;69
"7601";73082;"FR62";2010;9;0,000727998;0,000595144;0,000870963;0,000189198;9,11e-06;0,000791516;69
"7602";73082;"FR62";2010;1;0;0;0;0;0;0;69
"7603";73082;"FR62";2011;6;0;0;0;0;0;0;69
"7604";73082;"FR62";2012;3;0;0;0;0;0;0;69
"7605";73082;"FR62";2011;7;0,000465241;0,000354119;0,000602399;0,000356357;1,73e-05;0,001453164;69
"7606";73082;"FR62";2011;8;0,000435333;0,000333011;0,000561301;0,000270739;1,22e-05;0,001106801;69
"7607";73082;"FR62";2011;4;0;0;0;0;0;0;69
"7608";73082;"FR62";2011;2;0;0;0;0;0;0;69
"7609";73082;"FR62";2010;4;0;0;0;0;0;0;69
"7610";73082;"FR62";2010;6;0;0;0;0;0;0;69
"7611";73082;"FR62";2010;5;0;0;0;0;0;0;69
"7612";73082;"FR62";2012;6;0;0;0;0;0;0;69
"7613";73082;"FR62";2010;10;0,001369237;0,000969962;0,001879421;0,000190351;8,98e-06;0,000800136;69
"7614";73082;"FR62";2011;12;0,000634935;0,000440878;0,000883098;0,000182568;8,69e-06;0,000764607;69
"7615";73082;"FR62";2010;8;0,001457016;0,001191206;0,00175136;0,000179711;8,1e-06;0,000734773;69
"7616";73082;"FR62";2011;3;0;0;0;0;0;0;69
"7617";73082;"FR62";2010;12;0,00061356;0,00044893;0,000820548;0,000297944;1,42e-05;0,001247576;69
"7618";73082;"FR62";2012;12;0,000503947;0,000366476;0,000676204;0,000127801;6,08e-06;0,000535286;69
"7619";73082;"FR62";2010;2;0;0;0;0;0;0;69
"7620";73082;"FR62";2012;8;7,3e-05;5,36e-05;9,74e-05;0,000193223;8,71e-06;0,000790005;69
"7621";73082;"FR62";2010;3;0;0;0;0;0;0;69
"7622";73082;"FR62";2011;9;0,000632309;0,000484692;0,00081285;0,000185484;8,93e-06;0,000775983;69
"7623";73082;"FR62";2012;2;0;0;0;0;0;0;69
"7624";73082;"FR62";2012;9;0,000822402;0,000602766;0,001098772;0,000228658;1,1e-05;0,000956538;69
"7625";73082;"FR62";2011;10;0,001323452;0,00093443;0,001820155;0,000137349;6,48e-06;0,00057739;69
"7626";73082;"FR62";2012;4;0;0;0;0;0;0;69
"7627";73082;"FR62";2010;7;0,000687794;0,000485047;0,000946918;0,000491575;2,38e-05;0,002004142;69
"7628";73082;"FR62";2010;11;0,002241607;0,00158913;0,00307506;0,00017171;7,71e-06;0,000710061;69
"7629";73082;"FR62";2012;5;0;0;0;0;0;0;69
"7630";73082;"FR62";2012;10;0,001247162;0,000893659;0,001697325;0,000257955;1,22e-05;0,001084188;69
"7631";73082;"FR62";2012;7;0,000678761;0,000486625;0,000923305;0,000221592;1,07e-05;0,0009038;69
"7632";73082;"FR62";2012;11;0,002722391;0,001857602;0,003828641;0,000250155;1,12e-05;0,001034326;69
"7633";73083;"FR62";2011;7;0,000465241;0,000354119;0,000602399;0,000356357;1,73e-05;0,001453164;69
"7634";73083;"FR62";2012;8;7,3e-05;5,36e-05;9,74e-05;0,000193223;8,71e-06;0,000790005;69
"7635";73083;"FR62";2010;6;0;0;0;0;0;0;69
"7636";73083;"FR62";2011;12;0,000634935;0,000440878;0,000883098;0,000182568;8,69e-06;0,000764607;69
"7637";73083;"FR62";2010;5;0;0;0;0;0;0;69
"7638";73083;"FR62";2012;6;0;0;0;0;0;0;69
"7639";73083;"FR62";2011;6;0;0;0;0;0;0;69
"7640";73083;"FR62";2012;9;0,000822402;0,000602766;0,001098772;0,000228658;1,1e-05;0,000956538;69
"7641";73083;"FR62";2010;10;0,001369237;0,000969962;0,001879421;0,000190351;8,98e-06;0,000800136;69
"7642";73083;"FR62";2010;12;0,00061356;0,00044893;0,000820548;0,000297944;1,42e-05;0,001247576;69
"7643";73083;"FR62";2011;11;0,003124537;0,002172175;0,004342784;0,000212343;9,54e-06;0,000878032;69
"7644";73083;"FR62";2010;11;0,002241607;0,00158913;0,00307506;0,00017171;7,71e-06;0,000710061;69
"7645";73083;"FR62";2011;8;0,000435333;0,000333011;0,000561301;0,000270739;1,22e-05;0,001106801;69
"7646";73083;"FR62";2012;7;0,000678761;0,000486625;0,000923305;0,000221592;1,07e-05;0,0009038;69
"7647";73083;"FR62";2011;1;0;0;0;0;0;0;69
"7648";73083;"FR62";2011;9;0,000632309;0,000484692;0,00081285;0,000185484;8,93e-06;0,000775983;69
"7649";73083;"FR62";2010;1;0;0;0;0;0;0;69
"7650";73083;"FR62";2010;8;0,001457016;0,001191206;0,00175136;0,000179711;8,1e-06;0,000734773;69
"7651";73083;"FR62";2012;10;0,001247162;0,000893659;0,001697325;0,000257955;1,22e-05;0,001084188;69
"7652";73083;"FR62";2010;3;0;0;0;0;0;0;69
"7653";73083;"FR62";2012;11;0,002722391;0,001857602;0,003828641;0,000250155;1,12e-05;0,001034326;69
"7654";73083;"FR62";2012;2;0;0;0;0;0;0;69
"7655";73083;"FR62";2012;3;0;0;0;0;0;0;69
"7656";73083;"FR62";2010;4;0;0;0;0;0;0;69
"7657";73083;"FR62";2012;12;0,000503947;0,000366476;0,000676204;0,000127801;6,08e-06;0,000535286;69
"7658";73083;"FR62";2012;4;0;0;0;0;0;0;69
"7659";73083;"FR62";2011;2;0;0;0;0;0;0;69
"7660";73083;"FR62";2012;5;0;0;0;0;0;0;69
"7661";73083;"FR62";2010;7;0,000687794;0,000485047;0,000946918;0,000491575;2,38e-05;0,002004142;69
"7662";73083;"FR62";2010;9;0,000727998;0,000595144;0,000870963;0,000189198;9,11e-06;0,000791516;69
"7663";73083;"FR62";2011;4;0;0;0;0;0;0;69
"7664";73083;"FR62";2012;1;0;0;0;0;0;0;69
"7665";73083;"FR62";2011;5;0;0;0;0;0;0;69
"7666";73083;"FR62";2011;3;0;0;0;0;0;0;69
"7667";73083;"FR62";2010;2;0;0;0;0;0;0;69
"7668";73083;"FR62";2011;10;0,001323452;0,00093443;0,001820155;0,000137349;6,48e-06;0,00057739;69
"7669";73084;"FR62";2010;5;0;0;0;0;0;0;69
"7670";73084;"FR62";2010;10;0,001369237;0,000969962;0,001879421;0,000190351;8,98e-06;0,000800136;69
"7671";73084;"FR62";2011;2;0;0;0;0;0;0;69
"7672";73084;"FR62";2010;1;0;0;0;0;0;0;69
"7673";73084;"FR62";2011;5;0;0;0;0;0;0;69
"7674";73084;"FR62";2012;5;0;0;0;0;0;0;69
"7675";73084;"FR62";2010;6;0;0;0;0;0;0;69
"7676";73084;"FR62";2010;8;0,001457016;0,001191206;0,00175136;0,000179711;8,1e-06;0,000734773;69
"7677";73084;"FR62";2011;9;0,000632309;0,000484692;0,00081285;0,000185484;8,93e-06;0,000775983;69
"7678";73084;"FR62";2011;8;0,000435333;0,000333011;0,000561301;0,000270739;1,22e-05;0,001106801;69
"7679";73084;"FR62";2010;9;0,000727998;0,000595144;0,000870963;0,000189198;9,11e-06;0,000791516;69
"7680";73084;"FR62";2011;11;0,003124537;0,002172175;0,004342784;0,000212343;9,54e-06;0,000878032;69
"7681";73084;"FR62";2012;4;0;0;0;0;0;0;69
"7682";73084;"FR62";2011;1;0;0;0;0;0;0;69
"7683";73084;"FR62";2011;6;0;0;0;0;0;0;69
"7684";73084;"FR62";2010;12;0,00061356;0,00044893;0,000820548;0,000297944;1,42e-05;0,001247576;69
"7685";73084;"FR62";2011;4;0;0;0;0;0;0;69
"7686";73084;"FR62";2012;7;0,000678761;0,000486625;0,000923305;0,000221592;1,07e-05;0,0009038;69
"7687";73084;"FR62";2012;10;0,001247162;0,000893659;0,001697325;0,000257955;1,22e-05;0,001084188;69
"7688";73084;"FR62";2010;7;0,000687794;0,000485047;0,000946918;0,000491575;2,38e-05;0,002004142;69
"7689";73084;"FR62";2012;1;0;0;0;0;0;0;69
"7690";73084;"FR62";2012;8;7,3e-05;5,36e-05;9,74e-05;0,000193223;8,71e-06;0,000790005;69
"7691";73084;"FR62";2011;12;0,000634935;0,000440878;0,000883098;0,000182568;8,69e-06;0,000764607;69
"7692";73084;"FR62";2012;2;0;0;0;0;0;0;69
"7693";73084;"FR62";2011;10;0,001323452;0,00093443;0,001820155;0,000137349;6,48e-06;0,00057739;69
"7694";73084;"FR62";2010;4;0;0;0;0;0;0;69
"7695";73084;"FR62";2011;7;0,000465241;0,000354119;0,000602399;0,000356357;1,73e-05;0,001453164;69
"7696";73084;"FR62";2011;3;0;0;0;0;0;0;69
"7697";73084;"FR62";2010;11;0,002241607;0,00158913;0,00307506;0,00017171;7,71e-06;0,000710061;69
"7698";73084;"FR62";2012;6;0;0;0;0;0;0;69
"7699";73084;"FR62";2012;9;0,000822402;0,000602766;0,001098772;0,000228658;1,1e-05;0,000956538;69
"7700";73084;"FR62";2012;3;0;0;0;0;0;0;69
"7701";73084;"FR62";2010;2;0;0;0;0;0;0;69
"7702";73084;"FR62";2012;12;0,000503947;0,000366476;0,000676204;0,000127801;6,08e-06;0,000535286;69
"7703";73084;"FR62";2010;3;0;0;0;0;0;0;69
"7704";73084;"FR62";2012;11;0,002722391;0,001857602;0,003828641;0,000250155;1,12e-05;0,001034326;69
"7705";73085;"FR62";2010;7;0,000687794;0,000485047;0,000946918;0,000491575;2,38e-05;0,002004142;69
"7706";73085;"FR62";2012;4;0;0;0;0;0;0;69
"7707";73085;"FR62";2011;12;0,000634935;0,000440878;0,000883098;0,000182568;8,69e-06;0,000764607;69
"7708";73085;"FR62";2011;7;0,000465241;0,000354119;0,000602399;0,000356357;1,73e-05;0,001453164;69
"7709";73085;"FR62";2012;5;0;0;0;0;0;0;69
"7710";73085;"FR62";2011;9;0,000632309;0,000484692;0,00081285;0,000185484;8,93e-06;0,000775983;69
"7711";73085;"FR62";2011;8;0,000435333;0,000333011;0,000561301;0,000270739;1,22e-05;0,001106801;69
"7712";73085;"FR62";2011;11;0,003124537;0,002172175;0,004342784;0,000212343;9,54e-06;0,000878032;69
"7713";73085;"FR62";2011;10;0,001323452;0,00093443;0,001820155;0,000137349;6,48e-06;0,00057739;69
"7714";73085;"FR62";2011;6;0;0;0;0;0;0;69
"7715";73085;"FR62";2011;1;0;0;0;0;0;0;69
"7716";73085;"FR62";2010;10;0,001369237;0,000969962;0,001879421;0,000190351;8,98e-06;0,000800136;69
"7717";73085;"FR62";2010;8;0,001457016;0,001191206;0,00175136;0,000179711;8,1e-06;0,000734773;69
"7718";73085;"FR62";2011;2;0;0;0;0;0;0;69
"7719";73085;"FR62";2012;7;0,000678761;0,000486625;0,000923305;0,000221592;1,07e-05;0,0009038;69
"7720";73085;"FR62";2010;12;0,00061356;0,00044893;0,000820548;0,000297944;1,42e-05;0,001247576;69
"7721";73085;"FR62";2010;5;0;0;0;0;0;0;69
"7722";73085;"FR62";2010;3;0;0;0;0;0;0;69
"7723";73085;"FR62";2012;3;0;0;0;0;0;0;69
"7724";73085;"FR62";2010;11;0,002241607;0,00158913;0,00307506;0,00017171;7,71e-06;0,000710061;69
"7725";73085;"FR62";2010;2;0;0;0;0;0;0;69
"7726";73085;"FR62";2010;1;0;0;0;0;0;0;69
"7727";73085;"FR62";2012;6;0;0;0;0;0;0;69
"7728";73085;"FR62";2010;4;0;0;0;0;0;0;69
"7729";73085;"FR62";2011;5;0;0;0;0;0;0;69
"7730";73085;"FR62";2012;8;7,3e-05;5,36e-05;9,74e-05;0,000193223;8,71e-06;0,000790005;69
"7731";73085;"FR62";2011;3;0;0;0;0;0;0;69
"7732";73085;"FR62";2012;2;0;0;0;0;0;0;69
"7733";73085;"FR62";2012;12;0,000503947;0,000366476;0,000676204;0,000127801;6,08e-06;0,000535286;69
"7734";73085;"FR62";2010;9;0,000727998;0,000595144;0,000870963;0,000189198;9,11e-06;0,000791516;69
"7735";73085;"FR62";2012;1;0;0;0;0;0;0;69
"7736";73085;"FR62";2012;10;0,001247162;0,000893659;0,001697325;0,000257955;1,22e-05;0,001084188;69
"7737";73085;"FR62";2011;4;0;0;0;0;0;0;69
"7738";73085;"FR62";2012;9;0,000822402;0,000602766;0,001098772;0,000228658;1,1e-05;0,000956538;69
"7739";73085;"FR62";2012;11;0,002722391;0,001857602;0,003828641;0,000250155;1,12e-05;0,001034326;69
"7740";73085;"FR62";2010;6;0;0;0;0;0;0;69
"7741";73086;"FR62";2010;4;0;0;0;0;0;0;69
"7742";73086;"FR62";2010;5;0;0;0;0;0;0;69
"7743";73086;"FR62";2010;8;0,001457016;0,001191206;0,00175136;0,000179711;8,1e-06;0,000734773;69
"7744";73086;"FR62";2010;3;0;0;0;0;0;0;69
"7745";73086;"FR62";2012;11;0,002722391;0,001857602;0,003828641;0,000250155;1,12e-05;0,001034326;69
"7746";73086;"FR62";2012;6;0;0;0;0;0;0;69
"7747";73086;"FR62";2011;1;0;0;0;0;0;0;69
"7748";73086;"FR62";2010;10;0,001369237;0,000969962;0,001879421;0,000190351;8,98e-06;0,000800136;69
"7749";73086;"FR62";2011;8;0,000435333;0,000333011;0,000561301;0,000270739;1,22e-05;0,001106801;69
"7750";73086;"FR62";2011;4;0;0;0;0;0;0;69
"7751";73086;"FR62";2010;2;0;0;0;0;0;0;69
"7752";73086;"FR62";2010;1;0;0;0;0;0;0;69
"7753";73086;"FR62";2011;9;0,000632309;0,000484692;0,00081285;0,000185484;8,93e-06;0,000775983;69
"7754";73086;"FR62";2012;1;0;0;0;0;0;0;69
"7755";73086;"FR62";2011;11;0,003124537;0,002172175;0,004342784;0,000212343;9,54e-06;0,000878032;69
"7756";73086;"FR62";2010;7;0,000687794;0,000485047;0,000946918;0,000491575;2,38e-05;0,002004142;69
"7757";73086;"FR62";2010;6;0;0;0;0;0;0;69
"7758";73086;"FR62";2012;3;0;0;0;0;0;0;69
"7759";73086;"FR62";2011;7;0,000465241;0,000354119;0,000602399;0,000356357;1,73e-05;0,001453164;69
"7760";73086;"FR62";2012;12;0,000503947;0,000366476;0,000676204;0,000127801;6,08e-06;0,000535286;69
"7761";73086;"FR62";2011;2;0;0;0;0;0;0;69
"7762";73086;"FR62";2012;7;0,000678761;0,000486625;0,000923305;0,000221592;1,07e-05;0,0009038;69
"7763";73086;"FR62";2012;9;0,000822402;0,000602766;0,001098772;0,000228658;1,1e-05;0,000956538;69
"7764";73086;"FR62";2012;8;7,3e-05;5,36e-05;9,74e-05;0,000193223;8,71e-06;0,000790005;69
"7765";73086;"FR62";2012;10;0,001247162;0,000893659;0,001697325;0,000257955;1,22e-05;0,001084188;69
"7766";73086;"FR62";2011;5;0;0;0;0;0;0;69
"7767";73086;"FR62";2010;9;0,000727998;0,000595144;0,000870963;0,000189198;9,11e-06;0,000791516;69
"7768";73086;"FR62";2010;12;0,00061356;0,00044893;0,000820548;0,000297944;1,42e-05;0,001247576;69
"7769";73086;"FR62";2010;11;0,002241607;0,00158913;0,00307506;0,00017171;7,71e-06;0,000710061;69
"7770";73086;"FR62";2011;12;0,000634935;0,000440878;0,000883098;0,000182568;8,69e-06;0,000764607;69
"7771";73086;"FR62";2011;6;0;0;0;0;0;0;69
"7772";73086;"FR62";2011;10;0,001323452;0,00093443;0,001820155;0,000137349;6,48e-06;0,00057739;69
"7773";73086;"FR62";2012;5;0;0;0;0;0;0;69
"7774";73086;"FR62";2012;4;0;0;0;0;0;0;69
"7775";73086;"FR62";2012;2;0;0;0;0;0;0;69
"7776";73086;"FR62";2011;3;0;0;0;0;0;0;69
"7777";73087;"FR62";2010;10;0,001369237;0,000969962;0,001879421;0,000190351;8,98e-06;0,000800136;69
"7778";73087;"FR62";2012;1;0;0;0;0;0;0;69
"7779";73087;"FR62";2010;5;0;0;0;0;0;0;69
"7780";73087;"FR62";2010;8;0,001457016;0,001191206;0,00175136;0,000179711;8,1e-06;0,000734773;69
"7781";73087;"FR62";2012;2;0;0;0;0;0;0;69
"7782";73087;"FR62";2011;1;0;0;0;0;0;0;69
"7783";73087;"FR62";2010;6;0;0;0;0;0;0;69
"7784";73087;"FR62";2012;11;0,002722391;0,001857602;0,003828641;0,000250155;1,12e-05;0,001034326;69
"7785";73087;"FR62";2011;2;0;0;0;0;0;0;69
"7786";73087;"FR62";2010;7;0,000687794;0,000485047;0,000946918;0,000491575;2,38e-05;0,002004142;69
"7787";73087;"FR62";2010;11;0,002241607;0,00158913;0,00307506;0,00017171;7,71e-06;0,000710061;69
"7788";73087;"FR62";2011;3;0;0;0;0;0;0;69
"7789";73087;"FR62";2012;10;0,001247162;0,000893659;0,001697325;0,000257955;1,22e-05;0,001084188;69
"7790";73087;"FR62";2011;6;0;0;0;0;0;0;69
"7791";73087;"FR62";2010;1;0;0;0;0;0;0;69
"7792";73087;"FR62";2011;8;0,000435333;0,000333011;0,000561301;0,000270739;1,22e-05;0,001106801;69
"7793";73087;"FR62";2010;2;0;0;0;0;0;0;69
"7794";73087;"FR62";2011;9;0,000632309;0,000484692;0,00081285;0,000185484;8,93e-06;0,000775983;69
"7795";73087;"FR62";2010;3;0;0;0;0;0;0;69
"7796";73087;"FR62";2012;4;0;0;0;0;0;0;69
"7797";73087;"FR62";2012;3;0;0;0;0;0;0;69
"7798";73087;"FR62";2012;6;0;0;0;0;0;0;69
"7799";73087;"FR62";2012;12;0,000503947;0,000366476;0,000676204;0,000127801;6,08e-06;0,000535286;69
"7800";73087;"FR62";2011;7;0,000465241;0,000354119;0,000602399;0,000356357;1,73e-05;0,001453164;69
"7801";73087;"FR62";2012;7;0,000678761;0,000486625;0,000923305;0,000221592;1,07e-05;0,0009038;69
"7802";73087;"FR62";2010;12;0,00061356;0,00044893;0,000820548;0,000297944;1,42e-05;0,001247576;69
"7803";73087;"FR62";2012;8;7,3e-05;5,36e-05;9,74e-05;0,000193223;8,71e-06;0,000790005;69
"7804";73087;"FR62";2012;5;0;0;0;0;0;0;69
"7805";73087;"FR62";2011;4;0;0;0;0;0;0;69
"7806";73087;"FR62";2012;9;0,000822402;0,000602766;0,001098772;0,000228658;1,1e-05;0,000956538;69
"7807";73087;"FR62";2011;5;0;0;0;0;0;0;69
"7808";73087;"FR62";2010;4;0;0;0;0;0;0;69
"7809";73087;"FR62";2011;10;0,001323452;0,00093443;0,001820155;0,000137349;6,48e-06;0,00057739;69
"7810";73087;"FR62";2010;9;0,000727998;0,000595144;0,000870963;0,000189198;9,11e-06;0,000791516;69
"7811";73087;"FR62";2011;11;0,003124537;0,002172175;0,004342784;0,000212343;9,54e-06;0,000878032;69
"7812";73087;"FR62";2011;12;0,000634935;0,000440878;0,000883098;0,000182568;8,69e-06;0,000764607;69
"7813";73088;"FR81";2011;3;0;0;0;0;0;0;52
"7814";73088;"FR81";2011;5;0;0;0;0;0;0;52
"7815";73088;"FR81";2010;5;0;0;0;0;0;0;52
"7816";73088;"FR81";2011;4;0;0;0;0;0;0;52
"7817";73088;"FR81";2010;8;0,001022467;0,000760674;0,001348372;0,000262917;1,19e-05;0,001074835;52
"7818";73088;"FR81";2010;6;0;0;0;0;0;0;52
"7819";73088;"FR81";2010;10;0,000653939;0,000528711;0,000794145;0,00032155;1,52e-05;0,001351341;52
"7820";73088;"FR81";2012;10;0,003355902;0,002742232;0,004038722;3,96e-05;1,87e-06;0,000166418;52
"7821";73088;"FR81";2011;7;0,004887807;0,004007366;0,005861604;0,000419148;2,03e-05;0,001709047;52
"7822";73088;"FR81";2011;6;0;0;0;0;0;0;52
"7823";73088;"FR81";2011;12;0,004839516;0,003931888;0,005861262;3,89e-05;1,85e-06;0,000162773;52
"7824";73088;"FR81";2011;1;0;0;0;0;0;0;52
"7825";73088;"FR81";2012;7;0,004187303;0,003407286;0,005041457;7,06e-05;3,42e-06;0,000287923;52
"7826";73088;"FR81";2011;11;0,006717297;0,005473839;0,008106026;8,29e-05;3,72e-06;0,000342952;52
"7827";73088;"FR81";2010;9;0,001864307;0,001491759;0,002284778;0,000184556;8,88e-06;0,0007721;52
"7828";73088;"FR81";2010;2;0;0;0;0;0;0;52
"7829";73088;"FR81";2012;8;0,002463554;0,002017277;0,00295283;6,35e-05;2,87e-06;0,00025985;52
"7830";73088;"FR81";2011;9;0,006852708;0,00558723;0,008266453;7,41e-05;3,57e-06;0,000309883;52
"7831";73088;"FR81";2011;2;0;0;0;0;0;0;52
"7832";73088;"FR81";2010;3;0;0;0;0;0;0;52
"7833";73088;"FR81";2010;7;0,001171048;0,000906307;0,001488393;0,000240879;1,17e-05;0,000982436;52
"7834";73088;"FR81";2010;12;0,0009306;0,000755067;0,001124957;0,000249268;1,19e-05;0,001043836;52
"7835";73088;"FR81";2010;4;0;0;0;0;0;0;52
"7836";73088;"FR81";2010;11;0,001297719;0,001056486;0,001562123;0,000230897;1,04e-05;0,000954726;52
"7837";73088;"FR81";2011;8;0,005844413;0,00473333;0,007112938;5,05e-05;2,28e-06;0,000206528;52
"7838";73088;"FR81";2012;6;0;0;0;0;0;0;52
"7839";73088;"FR81";2011;10;0,006948605;0,005692029;0,008325717;4,15e-05;1,96e-06;0,000174342;52
"7840";73088;"FR81";2010;1;0;0;0;0;0;0;52
"7841";73088;"FR81";2012;1;0;0;0;0;0;0;52
"7842";73088;"FR81";2012;4;0;0;0;0;0;0;52
"7843";73088;"FR81";2012;3;0,001739563;0,000556315;0,004175728;0;0;0;52
"7844";73088;"FR81";2012;11;0,003096123;0,002533331;0,003718022;2,14e-05;9,6e-07;8,84e-05;52
"7845";73088;"FR81";2012;12;0,002785942;0,002252541;0,003398926;1,43e-05;6,79e-07;5,98e-05;52
"7846";73088;"FR81";2012;2;0;0;0;0;0;0;52
"7847";73088;"FR81";2012;5;0;0;0;0;0;0;52
"7848";73088;"FR81";2012;9;0,003488643;0,002846774;0,004199858;2,93e-05;1,41e-06;0,00012241;52
"7849";73089;"FR81";2010;2;0;0;0;0;0;0;52
"7850";73089;"FR81";2011;12;0,004839516;0,003931888;0,005861262;3,89e-05;1,85e-06;0,000162773;52
"7851";73089;"FR81";2010;6;0;0;0;0;0;0;52
"7852";73089;"FR81";2010;10;0,000653939;0,000528711;0,000794145;0,00032155;1,52e-05;0,001351341;52
"7853";73089;"FR81";2010;3;0;0;0;0;0;0;52
"7854";73089;"FR81";2010;7;0,001171048;0,000906307;0,001488393;0,000240879;1,17e-05;0,000982436;52
"7855";73089;"FR81";2010;4;0;0;0;0;0;0;52
"7856";73089;"FR81";2011;3;0;0;0;0;0;0;52
"7857";73089;"FR81";2011;5;0;0;0;0;0;0;52
"7858";73089;"FR81";2010;8;0,001022467;0,000760674;0,001348372;0,000262917;1,19e-05;0,001074835;52
"7859";73089;"FR81";2010;9;0,001864307;0,001491759;0,002284778;0,000184556;8,88e-06;0,0007721;52
"7860";73089;"FR81";2010;5;0;0;0;0;0;0;52
"7861";73089;"FR81";2010;12;0,0009306;0,000755067;0,001124957;0,000249268;1,19e-05;0,001043836;52
"7862";73089;"FR81";2011;6;0;0;0;0;0;0;52
"7863";73089;"FR81";2012;4;0;0;0;0;0;0;52
"7864";73089;"FR81";2012;5;0;0;0;0;0;0;52
"7865";73089;"FR81";2010;11;0,001297719;0,001056486;0,001562123;0,000230897;1,04e-05;0,000954726;52
"7866";73089;"FR81";2012;7;0,004187303;0,003407286;0,005041457;7,06e-05;3,42e-06;0,000287923;52
"7867";73089;"FR81";2011;7;0,004887807;0,004007366;0,005861604;0,000419148;2,03e-05;0,001709047;52
"7868";73089;"FR81";2012;2;0;0;0;0;0;0;52
"7869";73089;"FR81";2011;4;0;0;0;0;0;0;52
"7870";73089;"FR81";2011;9;0,006852708;0,00558723;0,008266453;7,41e-05;3,57e-06;0,000309883;52
"7871";73089;"FR81";2011;11;0,006717297;0,005473839;0,008106026;8,29e-05;3,72e-06;0,000342952;52
"7872";73089;"FR81";2011;1;0;0;0;0;0;0;52
"7873";73089;"FR81";2011;2;0;0;0;0;0;0;52
"7874";73089;"FR81";2011;8;0,005844413;0,00473333;0,007112938;5,05e-05;2,28e-06;0,000206528;52
"7875";73089;"FR81";2012;9;0,003488643;0,002846774;0,004199858;2,93e-05;1,41e-06;0,00012241;52
"7876";73089;"FR81";2012;11;0,003096123;0,002533331;0,003718022;2,14e-05;9,6e-07;8,84e-05;52
"7877";73089;"FR81";2012;3;0,001739563;0,000556315;0,004175728;0;0;0;52
"7878";73089;"FR81";2012;6;0;0;0;0;0;0;52
"7879";73089;"FR81";2012;8;0,002463554;0,002017277;0,00295283;6,35e-05;2,87e-06;0,00025985;52
"7880";73089;"FR81";2012;10;0,003355902;0,002742232;0,004038722;3,96e-05;1,87e-06;0,000166418;52
"7881";73089;"FR81";2012;1;0;0;0;0;0;0;52
"7882";73089;"FR81";2011;10;0,006948605;0,005692029;0,008325717;4,15e-05;1,96e-06;0,000174342;52
"7883";73089;"FR81";2010;1;0;0;0;0;0;0;52
"7884";73089;"FR81";2012;12;0,002785942;0,002252541;0,003398926;1,43e-05;6,79e-07;5,98e-05;52
"7885";73090;"FR81";2011;7;0,004887807;0,004007366;0,005861604;0,000419148;2,03e-05;0,001709047;52
"7886";73090;"FR81";2010;10;0,000653939;0,000528711;0,000794145;0,00032155;1,52e-05;0,001351341;52
"7887";73090;"FR81";2011;5;0;0;0;0;0;0;52
"7888";73090;"FR81";2011;6;0;0;0;0;0;0;52
"7889";73090;"FR81";2012;4;0;0;0;0;0;0;52
"7890";73090;"FR81";2012;7;0,004187303;0,003407286;0,005041457;7,06e-05;3,42e-06;0,000287923;52
"7891";73090;"FR81";2012;3;0,001739563;0,000556315;0,004175728;0;0;0;52
"7892";73090;"FR81";2010;6;0;0;0;0;0;0;52
"7893";73090;"FR81";2011;2;0;0;0;0;0;0;52
"7894";73090;"FR81";2012;8;0,002463554;0,002017277;0,00295283;6,35e-05;2,87e-06;0,00025985;52
"7895";73090;"FR81";2012;1;0;0;0;0;0;0;52
"7896";73090;"FR81";2011;1;0;0;0;0;0;0;52
"7897";73090;"FR81";2010;4;0;0;0;0;0;0;52
"7898";73090;"FR81";2012;6;0;0;0;0;0;0;52
"7899";73090;"FR81";2010;1;0;0;0;0;0;0;52
"7900";73090;"FR81";2010;9;0,001864307;0,001491759;0,002284778;0,000184556;8,88e-06;0,0007721;52
"7901";73090;"FR81";2012;5;0;0;0;0;0;0;52
"7902";73090;"FR81";2012;12;0,002785942;0,002252541;0,003398926;1,43e-05;6,79e-07;5,98e-05;52
"7903";73090;"FR81";2012;11;0,003096123;0,002533331;0,003718022;2,14e-05;9,6e-07;8,84e-05;52
"7904";73090;"FR81";2011;3;0;0;0;0;0;0;52
"7905";73090;"FR81";2010;2;0;0;0;0;0;0;52
"7906";73090;"FR81";2012;2;0;0;0;0;0;0;52
"7907";73090;"FR81";2010;8;0,001022467;0,000760674;0,001348372;0,000262917;1,19e-05;0,001074835;52
"7908";73090;"FR81";2010;5;0;0;0;0;0;0;52
"7909";73090;"FR81";2010;11;0,001297719;0,001056486;0,001562123;0,000230897;1,04e-05;0,000954726;52
"7910";73090;"FR81";2011;11;0,006717297;0,005473839;0,008106026;8,29e-05;3,72e-06;0,000342952;52
"7911";73090;"FR81";2011;12;0,004839516;0,003931888;0,005861262;3,89e-05;1,85e-06;0,000162773;52
"7912";73090;"FR81";2011;4;0;0;0;0;0;0;52
"7913";73090;"FR81";2010;7;0,001171048;0,000906307;0,001488393;0,000240879;1,17e-05;0,000982436;52
"7914";73090;"FR81";2011;9;0,006852708;0,00558723;0,008266453;7,41e-05;3,57e-06;0,000309883;52
"7915";73090;"FR81";2012;10;0,003355902;0,002742232;0,004038722;3,96e-05;1,87e-06;0,000166418;52
